,m/z,I,S/N
7644,399.18246,15987297,30.6
7645,399.18593,9046377,16.5
7646,399.19565,9645182,17.7
7647,399.20363,33628303,66.6
7648,399.21893,10150576,18.7
7649,399.23175,3038412,4.2
7650,400.03204,8139663,14.3
7651,400.04008,4923808,7.9
7652,400.06115,6023118,10.1
7653,400.06839,9995997,17.9
7654,400.07167,4731620,7.5
7655,400.07645,4898799,7.8
7656,400.07962,8131318,14.2
7657,400.08954,15114251,28.1
7658,400.09759,30290973,58.2
7659,400.10478,11464236,20.9
7660,400.10813,4050100,6.1
7661,400.11295,6200382,10.4
7662,400.116,8945221,15.9
7663,400.12585,25121882,48.0
7664,400.13396,51861611,101.0
7665,400.13684,3071794,4.2
7666,400.14116,6696955,11.4
7667,400.14913,5877901,9.8
7668,400.15247,9881747,17.7
7669,400.16226,16859305,31.6
7670,400.17037,25774778,49.3
7671,400.17724,4103241,6.2
7672,400.18575,3444572,4.9
7673,400.18901,3227875,4.5
7674,400.19856,3612152,5.3
7675,400.20669,7304457,12.6
7676,400.58601,3390273,4.8
7677,400.93242,22294834,42.3
7678,400.9407,3598788,5.2
7679,401.01629,12063977,22.0
7680,401.02736,4964097,7.9
7681,401.03739,5728791,9.5
7682,401.05263,27183160,52.1
7683,401.05599,9834048,17.6
7684,401.06154,4340684,6.7
7685,401.06397,12038225,22.0
7686,401.07013,3415710,4.9
7687,401.07371,48322662,94.0
7688,401.08367,7626108,13.2
7689,401.08907,46004360,89.4
7690,401.09238,24030863,45.8
7691,401.10216,39258276,76.0
7692,401.10614,6767021,11.5
7693,401.10761,4416176,6.9
7694,401.1102,111698101,219.8
7695,401.11292,5091260,8.2
7696,401.11997,16048331,29.9
7697,401.12549,55948503,109.2
7698,401.12879,25314014,48.3
7699,401.13615,11189230,20.3
7700,401.13858,53065971,103.4
7701,401.1434,4025342,6.1
7702,401.14656,109564165,215.6
7703,401.15634,15586586,29.0
7704,401.16182,47666470,92.7
7705,401.16514,22356781,42.5
7706,401.17485,35798338,69.2
7707,401.17991,3151822,4.3
7708,401.18295,40037716,77.6
7709,401.19293,4133866,6.3
7710,401.19822,20175733,38.1
7711,401.20145,3319805,4.7
7712,401.21138,5383442,8.8
7713,401.21921,7496867,13.0
7714,401.2345,6443076,10.9
7715,402.01117,4118244,6.3
7716,402.04766,10002612,17.9
7717,402.05079,5669179,9.3
7718,402.05564,5801797,9.6
7719,402.05889,4940621,7.9
7720,402.06869,4655970,7.3
7721,402.07676,7414004,12.8
7722,402.08401,17651971,33.1
7723,402.08737,5541771,9.1
7724,402.09212,11158037,20.2
7725,402.09524,13543452,25.0
7726,402.10515,15607602,29.1
7727,402.10915,4333754,6.7
7728,402.11322,22188867,42.1
7729,402.12042,18675027,35.2
7730,402.12854,15754085,29.4
7731,402.13167,10486379,18.9
7732,402.14149,19036033,35.9
7733,402.14961,19437971,36.7
7734,402.1568,9839779,17.6
7735,402.15913,4100264,6.2
7736,402.16498,9885109,17.7
7737,402.16833,8810684,15.6
7738,402.17796,10595281,19.1
7739,402.18601,7915234,13.8
7740,402.19317,3502194,5.0
7741,402.20144,5468676,8.9
7742,402.92914,13354046,24.6
7743,402.93067,16228418,30.3
7744,402.94256,58255452,113.7
7745,402.99554,3449808,4.9
7746,403.02297,3427212,4.9
7747,403.03193,20503840,38.8
7748,403.0354,3881639,5.8
7749,403.04328,3893112,5.8
7750,403.0529,3337550,4.7
7751,403.05949,4317276,6.7
7752,403.06832,51434863,100.2
7753,403.07171,18068343,33.9
7754,403.07945,19403656,36.6
7755,403.08143,17940364,33.7
7756,403.08942,25748382,49.2
7757,403.09927,11457459,20.8
7758,403.1047,96571839,189.8
7759,403.10799,29003206,55.7
7760,403.11778,44785116,87.0
7761,403.12583,42317293,82.1
7762,403.12806,4014130,6.0
7763,403.13556,19009027,35.8
7764,403.13766,5113607,8.2
7765,403.14102,118293007,232.9
7766,403.14432,21585942,40.9
7767,403.15415,48867884,95.1
7768,403.15881,2983606,4.0
7769,403.16218,29640253,56.9
7770,403.17182,13499475,24.9
7771,403.17742,71391839,139.8
7772,403.18059,7408614,12.8
7773,403.19054,17782396,33.4
7774,403.19602,64893575,126.9
7775,403.21376,18710190,35.2
7776,403.23464,3202908,4.4
7777,403.25016,5111039,8.2
7778,403.93362,2994140,4.0
7779,403.94177,13083885,24.1
7780,403.9456,3756406,5.5
7781,404.02677,5316264,8.6
7782,404.03379,3086136,4.2
7783,404.06326,15908344,29.7
7784,404.06672,3793024,5.6
7785,404.07135,11390730,20.7
7786,404.07452,7859473,13.7
7787,404.08442,5453991,8.9
7788,404.08911,3918641,5.9
7789,404.09242,5748152,9.5
7790,404.09971,26678856,51.0
7791,404.10345,5622865,9.2
7792,404.10783,20299866,38.4
7793,404.11095,14728289,27.3
7794,404.12086,12779639,23.4
7795,404.12902,8003209,14.0
7796,404.1361,21703832,41.2
7797,404.14422,25234090,48.2
7798,404.14738,8808881,15.6
7799,404.1573,11438791,20.8
7800,404.16531,5622744,9.2
7801,404.1724,12833256,23.6
7802,404.18062,16284922,30.4
7803,404.19377,3282839,4.6
7804,404.1992,15052067,28.0
7805,404.20861,3259832,4.5
7806,404.21696,5373258,8.7
7807,404.8132,3086186,4.2
7808,404.92751,12191845,22.3
7809,404.93557,3028727,4.1
7810,404.93954,25156992,48.0
7811,405.00281,3472459,5.0
7812,405.01128,7657502,13.3
7813,405.0297,3834054,5.7
7814,405.0475,37964397,73.4
7815,405.05093,7953141,13.9
7816,405.05867,7262726,12.5
7817,405.06598,3978262,6.0
7818,405.07676,4380206,6.8
7819,405.07862,5899826,9.8
7820,405.08073,6481334,10.9
7821,405.08388,102675133,201.9
7822,405.08723,21577413,40.9
7823,405.092,3594959,5.2
7824,405.09514,43789014,85.0
7825,405.1051,7937004,13.8
7826,405.11478,14643201,27.1
7827,405.11704,9791238,17.5
7828,405.12027,195371790,385.9
7829,405.12359,22753557,43.2
7830,405.12801,3677982,5.4
7831,405.1315,29831462,57.3
7832,405.13337,34181930,65.9
7833,405.14134,8570428,15.1
7834,405.14482,5785923,9.6
7835,405.14925,3939661,5.9
7836,405.15125,14361425,26.6
7837,405.15321,7848278,13.7
7838,405.15434,5525336,9.0
7839,405.15664,180011869,355.4
7840,405.15971,10334052,18.6
7841,405.16975,22214010,42.2
7842,405.17783,4931724,7.9
7843,405.18763,7025314,12.0
7844,405.19029,3433384,4.9
7845,405.19302,74658734,146.3
7846,405.19609,4757812,7.5
7847,405.20614,5569099,9.1
7848,405.22932,13462782,24.8
7849,405.93883,6161687,10.0
7850,406.04244,6826364,11.3
7851,406.05061,8344590,14.3
7852,406.06118,3582245,5.0
7853,406.07898,22311756,41.3
7854,406.0821,4594131,7.0
7855,406.08383,3819735,5.5
7856,406.0871,19820894,36.4
7857,406.0903,8375013,14.3
7858,406.09838,6919159,11.5
7859,406.1154,34695068,65.2
7860,406.11923,4514341,6.8
7861,406.12352,40922030,77.3
7862,406.1268,11355061,20.1
7863,406.13665,7219915,12.1
7864,406.15181,25664492,47.7
7865,406.15673,3252471,4.4
7866,406.15995,39744510,75.0
7867,406.16311,4636421,7.1
7868,406.1728,4389659,6.6
7869,406.18814,10422844,18.3
7870,406.19635,16274510,29.6
7871,406.23258,3995550,5.8
7872,406.93646,3779052,5.4
7873,407.00895,3532747,4.9
7874,407.02684,14621043,26.4
7875,407.04204,3891700,5.6
7876,407.04519,4781339,7.4
7877,407.05432,4888495,7.6
7878,407.06009,5456828,8.7
7879,407.06313,72100802,137.5
7880,407.06645,10992074,19.4
7881,407.0744,15621339,28.3
7882,407.07853,4442980,6.7
7883,407.08145,4986987,7.8
7884,407.09171,5663105,9.1
7885,407.09413,7538182,12.7
7886,407.09634,13398028,24.0
7887,407.09947,212915218,409.9
7888,407.1027,23206425,43.0
7889,407.11074,37247019,70.1
7890,407.11773,5398074,8.6
7891,407.11906,5592637,8.9
7892,407.12408,3076089,4.1
7893,407.13047,13281367,23.8
7894,407.13251,15657051,28.4
7895,407.13583,341943394,659.4
7896,407.13882,12088425,21.5
7897,407.14703,18591867,34.1
7898,407.1489,17942143,32.8
7899,407.15409,3427467,4.7
7900,407.1556,4476174,6.8
7901,407.16447,5029281,7.8
7902,407.16677,9784742,17.0
7903,407.1689,8169131,13.9
7904,407.17224,192722098,370.8
7905,407.17507,7298232,12.2
7906,407.18529,6517711,10.7
7907,407.20862,50358530,95.5
7908,407.21212,4034058,5.9
7909,407.22208,3126816,4.2
7910,407.24492,7729746,13.1
7911,407.70136,3383550,4.7
7912,408.03011,3380561,4.6
7913,408.04033,5089575,8.0
7914,408.05832,11428431,20.2
7915,408.06638,13334113,23.9
7916,408.06969,4711400,7.2
7917,408.07661,3179383,4.3
7918,408.09473,36153503,68.0
7919,408.0983,4647591,7.1
7920,408.10034,3274923,4.4
7921,408.10281,42473649,80.2
7922,408.10591,11247543,19.9
7923,408.11031,3972609,5.8
7924,408.11431,5224138,8.2
7925,408.13109,36383983,68.5
7926,408.1332,4405363,6.6
7927,408.1366,3592443,5.1
7928,408.13919,73710849,140.7
7929,408.14215,9270023,16.0
7930,408.15042,4021529,5.9
7931,408.16753,21343551,39.4
7932,408.17559,44555601,84.3
7933,408.18037,3254299,4.4
7934,408.20399,4923535,7.6
7935,408.21197,12068512,21.4
7936,408.92195,52399031,99.4
7937,408.9878,3539047,4.9
7938,409.02449,4021527,5.9
7939,409.03383,3260460,4.4
7940,409.04233,24479935,45.4
7941,409.05347,4013143,5.9
7942,409.05764,5615072,9.0
7943,409.06091,8117991,13.8
7944,409.07071,5885437,9.5
7945,409.07542,7175431,12.0
7946,409.0787,120980751,232.1
7947,409.08177,7604629,12.8
7948,409.08999,14414631,26.0
7949,409.09411,6910256,11.5
7950,409.09709,8592183,14.7
7951,409.10725,9082189,15.7
7952,409.11173,18296151,33.5
7953,409.11508,318223710,613.5
7954,409.12633,18363255,33.6
7955,409.13459,7363721,12.3
7956,409.1401,5292821,8.3
7957,409.14365,10176925,17.8
7958,409.14827,16141735,29.3
7959,409.15146,288396718,555.8
7960,409.15428,11183540,19.7
7961,409.16262,8270278,14.1
7962,409.17077,4026904,5.9
7963,409.18001,5632748,9.0
7964,409.18456,6074870,9.9
7965,409.18784,95993342,183.7
7966,409.22246,3721545,5.3
7967,409.22422,19942989,36.7
7968,409.92142,8384963,14.3
7969,410.07457,7712658,13.0
7970,410.08189,12130466,21.6
7971,410.08993,3342835,4.6
7972,410.09337,3307835,4.5
7973,410.11025,17682912,32.3
7974,410.11433,3385705,4.6
7975,410.11832,32075762,60.1
7976,410.1467,15883311,28.8
7977,410.15473,35143233,66.1
7978,410.16166,3277712,4.4
7979,410.18341,5700224,9.1
7980,410.19109,11689489,20.7
7981,410.22794,3086433,4.1
7982,410.91877,11693764,20.7
7983,411.00083,4043638,5.9
7984,411.00396,3732477,5.3
7985,411.00962,3217161,4.3
7986,411.02146,6218659,10.1
7987,411.03683,11009220,19.4
7988,411.04029,5694668,9.1
7989,411.05153,4270756,6.4
7990,411.05796,62819827,119.6
7991,411.0608,5360121,8.5
7992,411.06915,6483083,10.6
7993,411.07322,13646611,24.5
7994,411.07636,10306330,18.0
7995,411.08632,16172080,29.4
7996,411.091,10818618,19.0
7997,411.09431,268232258,516.8
7998,411.0972,9434952,16.3
7999,411.10554,21219418,39.1
8000,411.10962,12627299,22.5
8001,411.11276,15631466,28.3
8002,411.11914,6239223,10.2
8003,411.12282,27689600,51.6
8004,411.12722,14695561,26.5
8005,411.13068,454461073,877.0
8006,411.13344,14774935,26.7
8007,411.14198,15650473,28.4
8008,411.14577,10690737,18.8
8009,411.14918,16734393,30.5
8010,411.15559,6785735,11.2
8011,411.15916,24729295,45.9
8012,411.16398,12829913,22.9
8013,411.16707,258770656,498.5
8014,411.18229,10496513,18.4
8015,411.18828,6984334,11.6
8016,411.19554,9286686,16.1
8017,411.20343,65460015,124.7
8018,411.21858,4326352,6.5
8019,411.23986,9113470,15.7
8020,412.0321,6289845,10.0
8021,412.03534,3606588,4.9
8022,412.05357,4524708,6.7
8023,412.06143,9945973,16.9
8024,412.06862,7611524,12.5
8025,412.07196,6192651,9.8
8026,412.07635,3811733,5.3
8027,412.0797,5140892,7.8
8028,412.08975,24529586,44.3
8029,412.09787,45940420,84.7
8030,412.10487,6489043,10.4
8031,412.10887,3637211,5.0
8032,412.11322,3359141,4.5
8033,412.11626,7071467,11.5
8034,412.12616,39917313,73.3
8035,412.13006,4680969,7.0
8036,412.13426,90670866,168.9
8037,412.13712,6406168,10.2
8038,412.14146,5467682,8.4
8039,412.15268,4418362,6.5
8040,412.16254,24025424,43.4
8041,412.17065,52507489,97.0
8042,412.19875,6221342,9.9
8043,412.20706,15178672,26.7
8044,412.91685,29495724,53.7
8045,412.96752,34758169,63.6
8046,413.01622,10702466,18.3
8047,413.01955,3827017,5.3
8048,413.02702,3574041,4.9
8049,413.03719,9394863,15.8
8050,413.05248,21156560,38.0
8051,413.05573,10798551,18.5
8052,413.05866,3633438,5.0
8053,413.06571,9372909,15.8
8054,413.07059,5183991,7.9
8055,413.07358,88401662,164.7
8056,413.0835,6542099,10.5
8057,413.08885,24624414,44.5
8058,413.09214,20976421,37.6
8059,413.10195,33870650,61.9
8060,413.10654,10690884,18.3
8061,413.10994,268465996,503.8
8062,413.11183,10481488,17.9
8063,413.11978,12568161,21.8
8064,413.12524,30242669,55.1
8065,413.1285,24645492,44.6
8066,413.13561,7775107,12.8
8067,413.13836,50665353,93.6
8068,413.14252,9316242,15.7
8069,413.14404,8640917,14.4
8070,413.14632,262346650,492.3
8071,413.15599,9879727,16.7
8072,413.1616,22898619,41.3
8073,413.16496,28258242,51.4
8074,413.17191,5914449,9.3
8075,413.17478,22639575,40.8
8076,413.18273,102475752,191.2
8077,413.19221,3705213,5.1
8078,413.198,10264585,17.5
8079,413.20107,3651728,5.0
8080,413.21113,5326373,8.2
8081,413.21913,19915319,35.6
8082,413.23438,5160919,7.9
8083,413.25538,4907652,7.4
8084,413.55184,3682881,5.1
8085,413.91638,8393742,13.9
8086,414.01533,3443873,4.6
8087,414.04781,7588647,12.4
8088,414.05144,3865391,5.4
8089,414.05606,4853752,7.3
8090,414.05929,3620608,5.0
8091,414.06919,4821461,7.2
8092,414.07716,13769574,24.1
8093,414.08427,13951349,24.4
8094,414.08772,4646781,6.9
8095,414.0922,5266310,8.1
8096,414.09564,8344973,13.9
8097,414.10554,23770018,42.9
8098,414.11362,44966836,82.8
8099,414.12072,8174787,13.5
8100,414.12887,7808724,12.8
8101,414.13205,11012827,18.9
8102,414.14191,26057712,47.2
8103,414.15,48135169,88.8
8104,414.1526,4208007,6.1
8105,414.15722,4833809,7.2
8106,414.16514,5276962,8.1
8107,414.16864,8972073,15.0
8108,414.17823,12224574,21.2
8109,414.18642,18166351,32.4
8110,414.2014,3445103,4.6
8111,414.21455,4164235,6.0
8112,414.22274,4851613,7.3
8113,414.91386,4984284,7.5
8114,414.99549,3941897,5.6
8115,415.02308,3628100,5.0
8116,415.03174,17149782,30.4
8117,415.03511,6531037,10.4
8118,415.04306,6700270,10.8
8119,415.05289,19139971,34.2
8120,415.05927,3983888,5.6
8121,415.06277,4065176,5.8
8122,415.06621,3617183,4.9
8123,415.06813,34931619,63.9
8124,415.07143,15712682,27.7
8125,415.08113,15587775,27.5
8126,415.08626,3669130,5.0
8127,415.08923,87441360,162.8
8128,415.09896,10532836,18.0
8129,415.10451,49243120,90.9
8130,415.10781,28853239,52.5
8131,415.11759,57686028,106.8
8132,415.12185,6494741,10.4
8133,415.12562,149166109,279.1
8134,415.12875,12730916,22.1
8135,415.13525,19130417,34.2
8136,415.13734,5164086,7.9
8137,415.14088,58675261,108.7
8138,415.14418,31751236,57.9
8139,415.15134,6960980,11.2
8140,415.15395,61476953,113.9
8141,415.15817,4724066,7.0
8142,415.16195,95377514,177.8
8143,415.17169,10589567,18.1
8144,415.17721,38416522,70.5
8145,415.18054,16133265,28.5
8146,415.19034,19325606,34.5
8147,415.19553,5321521,8.2
8148,415.19836,31863991,58.1
8149,415.20789,3267019,4.3
8150,415.21359,16334551,28.9
8151,415.22669,3120947,4.0
8152,415.23461,7094020,11.5
8153,415.24983,5131812,7.8
8154,416.02712,4180108,6.0
8155,416.03522,4491805,6.6
8156,416.03821,3147555,4.1
8157,416.06367,14269913,25.0
8158,416.06718,3932256,5.5
8159,416.07185,6794474,10.9
8160,416.07499,7851121,12.9
8161,416.08474,7572485,12.4
8162,416.09292,14073878,24.6
8163,416.10006,17414693,30.9
8164,416.10351,4503340,6.6
8165,416.1083,9536822,16.1
8166,416.11133,12658749,22.0
8167,416.12119,21641298,38.9
8168,416.12924,28473442,51.8
8169,416.13182,3737768,5.2
8170,416.13641,14762609,25.9
8171,416.14459,12242050,21.2
8172,416.1476,10305929,17.5
8173,416.15755,21547678,38.7
8174,416.16569,18038447,32.1
8175,416.17283,7878846,13.0
8176,416.18078,8192718,13.6
8177,416.18426,3934166,5.5
8178,416.19386,7125738,11.5
8179,416.20192,6502907,10.4
8180,416.20913,3613258,4.9
8181,416.21751,3844124,5.4
8182,416.95447,3273249,4.3
8183,416.958,98803496,184.2
8184,416.98773,3212773,4.2
8185,417.00194,3717475,5.1
8186,417.011,9572246,16.2
8187,417.03872,4804688,7.2
8188,417.04737,36578274,67.0
8189,417.05086,9950441,16.9
8190,417.05863,10643193,18.2
8191,417.06842,17541646,31.2
8192,417.07535,3717788,5.1
8193,417.07818,7195170,11.7
8194,417.08373,69460014,129.0
8195,417.08707,24883252,45.0
8196,417.0968,35950664,65.8
8197,417.10166,3756243,5.2
8198,417.10486,49406041,91.2
8199,417.11467,19854446,35.5
8200,417.11677,7281778,11.8
8201,417.12008,114350201,213.5
8202,417.12343,35014784,64.1
8203,417.13315,63117460,117.0
8204,417.14121,55490725,102.6
8205,417.14343,3810729,5.3
8206,417.151,22414009,40.3
8207,417.15305,5706429,8.9
8208,417.1565,113920197,212.7
8209,417.15976,21998795,39.6
8210,417.16956,47590624,87.8
8211,417.17762,26914032,48.8
8212,417.18731,6831877,11.0
8213,417.19288,56813840,105.1
8214,417.1961,6924823,11.2
8215,417.20618,12935980,22.5
8216,417.20836,10110257,17.2
8217,417.21149,301898039,566.8
8218,417.22927,38484316,70.6
8219,417.26531,3728167,5.1
8220,417.95781,18886463,33.7
8221,417.96148,4806342,7.2
8222,418.04279,9647086,16.3
8223,418.05101,7331071,11.9
8224,418.05411,4745733,7.1
8225,418.07928,22755897,41.0
8226,418.08733,14351946,25.2
8227,418.09067,12230992,21.2
8228,418.10027,9750116,16.5
8229,418.10851,7718773,12.7
8230,418.11571,25402500,46.0
8231,418.11958,3749516,5.2
8232,418.12372,23832213,43.0
8233,418.12695,14295707,24.4
8234,418.13688,16174256,27.9
8235,418.14501,8750784,14.2
8236,418.15203,20094670,35.0
8237,418.16017,25635039,45.2
8238,418.16332,7707878,12.3
8239,418.17318,10890234,18.2
8240,418.18115,4619082,6.6
8241,418.18842,6514329,10.1
8242,418.19661,15519018,26.6
8243,418.20992,3537798,4.7
8244,418.21521,74692945,135.3
8245,418.22486,3685348,4.9
8246,418.23304,8625269,14.0
8247,418.95499,42383161,76.0
8248,419.02661,19004363,33.0
8249,419.03559,3637341,4.8
8250,419.04488,3403376,4.4
8251,419.05441,8833539,14.4
8252,419.06304,62058517,112.1
8253,419.06639,14485532,24.7
8254,419.07439,15174700,26.0
8255,419.08121,4577338,6.6
8256,419.08424,6412608,9.9
8257,419.0907,5627981,8.5
8258,419.09394,11951700,20.1
8259,419.09621,7894873,12.7
8260,419.09936,150042719,273.6
8261,419.10264,28904038,51.2
8262,419.10754,4086384,5.7
8263,419.11057,31727222,56.4
8264,419.1124,39007353,69.8
8265,419.12048,15519882,26.6
8266,419.13031,23011486,40.4
8267,419.13239,10755234,17.9
8268,419.13574,219998377,402.0
8269,419.13899,27622575,48.9
8270,419.14876,45379779,81.5
8271,419.15673,8243923,13.3
8272,419.16674,16683240,28.8
8273,419.1694,6785261,10.6
8274,419.17213,164157683,299.5
8275,419.17515,8800761,14.3
8276,419.18525,21873421,38.3
8277,419.19323,4604061,6.6
8278,419.20337,4644402,6.7
8279,419.20679,9251129,15.1
8280,419.20861,48527677,87.2
8281,419.21823,8854096,14.4
8282,419.22183,3809624,5.2
8283,419.24498,11622535,19.5
8284,419.95477,8905759,14.5
8285,420.02206,3471142,4.5
8286,420.03049,3256759,4.1
8287,420.04107,5114701,7.5
8288,420.0586,14887408,25.5
8289,420.06667,13440000,22.8
8290,420.0699,8024839,12.9
8291,420.07965,4562842,6.5
8292,420.09495,36296761,64.8
8293,420.10309,27341897,48.3
8294,420.10641,14452560,24.7
8295,420.11589,6826851,10.7
8296,420.13134,34125954,60.8
8297,420.13559,4753034,6.9
8298,420.13948,45216914,81.2
8299,420.14261,14337688,24.5
8300,420.15251,8748204,14.2
8301,420.16772,17022667,29.4
8302,420.17587,37182683,66.4
8303,420.17933,5008674,7.4
8304,420.18894,5022709,7.4
8305,420.20418,6977556,11.0
8306,420.21238,11285028,18.9
8307,420.24867,4450413,6.3
8308,420.95174,5953380,9.1
8309,421.00598,3790800,5.1
8310,421.02436,4592756,6.6
8311,421.03352,6031238,9.2
8312,421.04225,38002584,67.9
8313,421.04582,4527839,6.5
8314,421.05372,5479982,8.2
8315,421.05774,3890102,5.3
8316,421.06072,5379900,8.0
8317,421.07027,4906255,7.2
8318,421.07349,5390294,8.0
