,m/z,I,S/N
6770,372.15757,6161546,12.1
6771,372.16732,8219286,16.8
6772,372.17543,9549728,19.9
6773,372.19415,3030520,4.9
6774,372.21586,2843220,4.4
6775,372.22165,2943899,4.7
6776,372.30503,6009285,11.5
6777,373.00369,10499523,21.6
6778,373.02101,13487833,28.4
6779,373.02429,4153950,7.3
6780,373.03005,4616165,8.4
6781,373.03374,3423530,5.7
6782,373.04204,7446004,14.7
6783,373.05734,31558920,69.1
6784,373.06065,14660365,31.0
6785,373.06862,12135703,25.3
6786,373.07041,13103385,27.5
6787,373.07843,44729124,98.8
6788,373.08141,3326823,5.4
6789,373.08818,8209200,16.5
6790,373.0937,52483895,116.3
6791,373.09702,29493563,64.5
6792,373.10501,16377670,34.9
6793,373.10678,35949384,79.0
6794,373.11192,3951567,6.9
6795,373.1148,97809235,218.6
6796,373.11772,4551638,8.2
6797,373.12452,13408607,28.2
6798,373.12728,3667299,6.2
6799,373.13006,59984742,133.2
6800,373.13338,16196971,34.5
6801,373.14101,8029108,16.1
6802,373.14313,37090167,81.6
6803,373.14883,3618431,6.1
6804,373.1512,60701570,134.9
6805,373.16086,7819662,15.6
6806,373.16647,36624278,80.6
6807,373.1697,4826010,8.8
6808,373.17957,11435174,23.7
6809,373.18759,16801969,35.8
6810,373.20282,11060676,22.9
6811,373.21609,2969110,4.6
6812,373.23904,4097140,7.2
6813,374.01649,4011118,7.0
6814,374.05278,10143262,20.8
6815,374.05621,4504738,8.1
6816,374.06092,4463656,8.0
6817,374.06409,6526125,12.7
6818,374.07391,3402938,5.6
6819,374.08198,6338244,12.2
6820,374.08922,14608718,30.9
6821,374.09262,7980882,15.9
6822,374.09725,9532504,19.4
6823,374.10048,11796573,24.5
6824,374.11024,11398762,23.7
6825,374.11844,15934581,33.9
6826,374.1256,13475454,28.3
6827,374.1277,2877313,4.4
6828,374.12937,3163203,5.1
6829,374.13366,13871753,29.2
6830,374.13711,5895373,11.2
6831,374.14674,9468058,19.3
6832,374.15485,11168421,23.1
6833,374.16183,5590830,10.5
6834,374.17004,9205177,18.7
6835,374.17296,2880317,4.4
6836,374.183,3453578,5.7
6837,374.191,4186325,7.4
6838,374.20637,3454889,5.7
6839,374.38403,2722070,4.1
6840,374.91064,3042649,4.8
6841,375.03659,25319747,55.0
6842,375.03991,4170631,7.3
6843,375.04593,4248656,7.5
6844,375.04788,6912466,13.5
6845,375.04963,4725013,8.6
6846,375.05508,2767004,4.2
6847,375.05767,4402784,7.9
6848,375.0675,5850221,11.1
6849,375.06956,3347568,5.5
6850,375.07301,63027572,140.1
6851,375.07636,25654137,55.8
6852,375.08085,3288959,5.4
6853,375.08425,37401988,82.3
6854,375.08611,20599686,44.4
6855,375.09416,18024337,38.6
6856,375.10381,14232734,30.0
6857,375.10589,4971553,9.2
6858,375.10942,105176486,235.2
6859,375.11274,27990442,61.1
6860,375.12065,26566069,57.9
6861,375.12247,36605367,80.5
6862,375.1305,27429314,59.8
6863,375.13256,2997189,4.7
6864,375.14023,13654736,28.7
6865,375.14239,4778195,8.7
6866,375.14581,122215895,273.6
6867,375.14902,11608028,24.1
6868,375.15888,19045865,40.9
6869,375.1669,13895156,29.3
6870,375.17678,4544129,8.2
6871,375.18221,43795977,96.7
6872,375.18552,2909965,4.5
6873,375.19538,4527899,8.1
6874,375.20355,4087078,7.2
6875,375.21864,10029882,20.6
6876,375.23977,2700119,4.0
6877,375.37224,2967660,4.6
6878,376.03193,6431129,12.4
6879,376.04011,4549925,8.2
6880,376.06829,20416716,44.0
6881,376.07647,10283223,21.1
6882,376.0797,7383388,14.6
6883,376.08933,3995817,6.9
6884,376.10312,4164860,7.3
6885,376.1047,25754367,56.0
6886,376.108,6514307,12.6
6887,376.11282,18785034,40.3
6888,376.11584,8481678,17.1
6889,376.1238,5373593,10.1
6890,376.12582,8173340,16.4
6891,376.13403,3959719,6.9
6892,376.14109,15408433,32.7
6893,376.14921,20608829,44.4
6894,376.15214,3226305,5.2
6895,376.16236,5037135,9.3
6896,376.17742,6656740,12.9
6897,376.18552,12529775,26.2
6898,376.42793,2705123,4.0
6899,376.9077,2752233,4.1
6900,376.98034,2952528,4.6
6901,377.01611,10623491,21.9
6902,377.02523,3243408,5.2
6903,377.0275,3035827,4.8
6904,377.04393,4730539,8.6
6905,377.05249,47430711,104.9
6906,377.05573,8368572,16.8
6907,377.06212,4656837,8.4
6908,377.06375,14776903,31.3
6909,377.0708,2971089,4.6
6910,377.0734,3187541,5.1
6911,377.08349,6035555,11.5
6912,377.08599,3634535,6.1
6913,377.08725,6437481,12.5
6914,377.08887,120399979,269.5
6915,377.09225,26941552,58.7
6916,377.10016,33576059,73.7
6917,377.10193,20598910,44.4
6918,377.10698,4193285,7.4
6919,377.10842,4407815,7.9
6920,377.11023,3925898,6.8
6921,377.11973,13198743,27.7
6922,377.12175,7048858,13.8
6923,377.12526,214966431,482.8
6924,377.12856,24012452,52.1
6925,377.13654,25493679,55.4
6926,377.1384,23348402,50.6
6927,377.14654,5274814,9.8
6928,377.15626,8224203,16.5
6929,377.1592,5306832,9.9
6930,377.16167,162517203,364.5
6931,377.16471,7152856,14.1
6932,377.17481,7609190,15.1
6933,377.19248,3549887,5.9
6934,377.19804,37628167,82.8
6935,377.22052,2766568,4.2
6936,377.23442,6298299,12.1
6937,377.74248,2866521,4.3
6938,377.99365,2734984,4.0
6939,378.04755,10241751,20.5
6940,378.05112,2817020,4.2
6941,378.05562,7836387,15.2
6942,378.05873,3590887,5.9
6943,378.06604,2762738,4.1
6944,378.06977,3100824,4.8
6945,378.08391,29701132,63.4
6946,378.09198,24044568,50.9
6947,378.09518,10398493,20.9
6948,378.09884,2771522,4.1
6949,378.10336,6660521,12.6
6950,378.10508,6041515,11.3
6951,378.11423,2909625,4.4
6952,378.12025,33577538,71.9
6953,378.12597,2989770,4.6
6954,378.12839,43592270,94.0
6955,378.13145,8914770,17.6
6956,378.13987,5808351,10.8
6957,378.15672,18734711,39.2
6958,378.16478,36775555,79.0
6959,378.17788,3377110,5.4
6960,378.19306,4326189,7.5
6961,378.20111,7136441,13.7
6962,378.92325,2812939,4.2
6963,378.99522,2935703,4.4
6964,379.01394,3015859,4.6
6965,379.0317,23481230,49.7
6966,379.04057,2786971,4.1
6967,379.04685,3413157,5.5
6968,379.05021,3905194,6.6
6969,379.0603,3894457,6.6
6970,379.06421,3482815,5.6
6971,379.06807,92615620,202.0
6972,379.07141,9886154,19.7
6973,379.07931,23618006,50.0
6974,379.0864,5568224,10.2
6975,379.09654,5175024,9.4
6976,379.09894,8940531,17.7
6977,379.10118,9445366,18.8
6978,379.10443,267193340,586.5
6979,379.1077,18180864,38.0
6980,379.11569,30249996,64.6
6981,379.11747,14532879,30.0
6982,379.12252,4149911,7.1
6983,379.12398,4602265,8.1
6984,379.1298,2802082,4.1
6985,379.13299,6734119,12.8
6986,379.13539,8710186,17.2
6987,379.13754,10983981,22.2
6988,379.14082,330042418,724.9
6989,379.1439,11661111,23.7
6990,379.15217,9949508,19.9
6991,379.15387,11141190,22.5
6992,379.1594,3097935,4.8
6993,379.1682,3678684,6.1
6994,379.17182,4301921,7.4
6995,379.17385,6195172,11.6
6996,379.17719,149036137,326.2
6997,379.1803,5036526,9.1
6998,379.19148,3001727,4.6
6999,379.21355,19870368,41.7
7000,379.24776,3196436,5.0
7001,379.31139,3056565,4.7
7002,379.8907,2765099,4.1
7003,379.96282,2835227,4.2
7004,380.03503,4057355,6.9
7005,380.05368,2773224,4.1
7006,380.06327,15823286,32.8
7007,380.07139,16346051,34.0
7008,380.07435,2917576,4.4
7009,380.07829,3049102,4.7
7010,380.09713,3197803,5.0
7011,380.09967,36869615,79.2
7012,380.10777,48108027,103.9
7013,380.11087,7360256,14.2
7014,380.11774,3161227,4.9
7015,380.11922,4518541,7.9
7016,380.12804,3393435,5.4
7017,380.13608,30195239,64.5
7018,380.14212,3010993,4.6
7019,380.14414,64477748,140.0
7020,380.14714,5324281,9.7
7021,380.15714,2804360,4.1
7022,380.17251,11303776,22.9
7023,380.18055,31512685,67.4
7024,380.18372,3527217,5.7
7025,380.2172,5412518,9.9
7026,380.66319,2994912,4.6
7027,380.75623,2784115,4.1
7028,380.80133,2948219,4.5
7029,380.89046,10155720,20.3
7030,380.97958,3665238,6.0
7031,380.98119,30171992,64.4
7032,380.99155,3230889,5.1
7033,381.01064,2879943,4.3
7034,381.02616,5788192,10.7
7035,381.02936,4278949,7.4
7036,381.0375,2871938,4.3
7037,381.0448,3288126,5.2
7038,381.04722,38280129,82.3
7039,381.05851,4827859,8.6
7040,381.06248,6552922,12.4
7041,381.06576,8555231,16.8
7042,381.07551,5673198,10.5
7043,381.08105,6603255,12.5
7044,381.08361,169678844,371.7
7045,381.08685,6348033,11.9
7046,381.09485,24480781,51.9
7047,381.09868,6372243,12.0
7048,381.10201,8313113,16.3
7049,381.10333,3326491,5.3
7050,381.10868,4520868,7.9
7051,381.11063,3252263,5.1
7052,381.11204,12359465,25.2
7053,381.11462,6453037,12.2
7054,381.11707,19399729,40.7
7055,381.11995,386463798,849.2
7056,381.12317,9748027,19.4
7057,381.13117,19873351,41.7
7058,381.13312,6988747,13.4
7059,381.13568,4048655,6.9
7060,381.13842,10393683,20.9
7061,381.14511,6627038,12.6
7062,381.14706,4372065,7.6
7063,381.14839,14960739,30.9
7064,381.15405,12738668,26.0
7065,381.15632,277788784,609.8
7066,381.15961,18739829,39.2
7067,381.16756,3686914,6.1
7068,381.16945,3998469,6.8
7069,381.17131,3361736,5.4
7070,381.17493,6372365,12.0
7071,381.18367,3104284,4.8
7072,381.1899,4716645,8.4
7073,381.1927,81449130,177.4
7074,381.22921,8572900,16.8
7075,381.23232,5972841,11.1
7076,381.88905,2752464,4.0
7077,381.98082,4685990,8.3
7078,382.02168,3778025,6.3
7079,382.02496,3424238,5.5
7080,382.03296,3466172,5.6
7081,382.04263,3469003,5.6
7082,382.05086,6785049,12.9
7083,382.05795,5607972,10.3
7084,382.06125,5010218,9.0
7085,382.07914,25077831,53.2
7086,382.08524,2942545,4.4
7087,382.08721,32002645,68.5
7088,382.09006,3590937,5.9
7089,382.09426,4546656,8.0
7090,382.10437,2886001,4.3
7091,382.11552,36583043,78.5
7092,382.12034,4514827,7.9
7093,382.12361,68085392,147.9
7094,382.1266,6095893,11.4
7095,382.13907,2747626,4.0
7096,382.1519,22502079,47.5
7097,382.15623,2773830,4.1
7098,382.15996,52376268,113.3
7099,382.18838,5921531,11.0
7100,382.1963,18263304,38.2
7101,382.8872,2945222,4.3
7102,382.89656,4532373,7.7
7103,382.97791,5880222,10.6
7104,383.00526,5280588,9.3
7105,383.00857,3470098,5.5
7106,383.02644,8877168,17.1
7107,383.04167,13440393,26.9
7108,383.04508,6486159,11.9
7109,383.05286,4268956,7.2
7110,383.05506,5546912,9.9
7111,383.05992,3572136,5.7
7112,383.06283,76188845,161.5
7113,383.0653,3951537,6.5
7114,383.07406,6006208,10.9
7115,383.07812,12662471,25.2
7116,383.08141,13941453,27.9
7117,383.09127,18821853,38.4
7118,383.09632,8797158,16.9
7119,383.09923,291874027,624.5
7120,383.10169,6263791,11.5
7121,383.11053,16857342,34.2
7122,383.11451,12587781,25.0
7123,383.1177,14770954,29.7
7124,383.12476,6731414,12.5
7125,383.12765,27943195,58.0
7126,383.13269,11557155,22.8
7127,383.13561,361940264,774.9
7128,383.13855,7168813,13.4
7129,383.14685,9792315,19.0
7130,383.15095,9979842,19.4
7131,383.15411,15883591,32.1
7132,383.16119,4941907,8.6
7133,383.16254,4876118,8.5
7134,383.164,23382872,48.2
7135,383.16577,3098139,4.7
7136,383.1692,5019617,8.8
7137,383.17205,148165990,316.0
7138,383.19067,24616837,50.8
7139,383.20845,30267811,63.0
7140,383.24461,3348321,5.2
7141,383.51924,2965428,4.4
7142,383.53661,3066450,4.6
7143,384.02942,2928417,4.3
7144,384.03713,6477998,11.9
7145,384.04041,3839348,6.2
7146,384.04496,3740476,6.0
7147,384.04838,2999234,4.4
7148,384.05529,2942926,4.3
7149,384.05826,6611539,12.2
7150,384.06629,12710241,25.3
7151,384.07353,9433965,18.3
7152,384.07691,5974131,10.8
7153,384.08148,3310523,5.1
7154,384.08465,4686593,8.1
7155,384.09462,23800210,49.1
7156,384.10275,46750624,98.4
7157,384.10569,4233701,7.1
7158,384.11,7344301,13.8
7159,384.11409,3417523,5.3
7160,384.12121,5368128,9.5
7161,384.13101,26357713,54.6
7162,384.13908,65661919,138.9
7163,384.14081,4517346,7.7
7164,384.14608,2940811,4.3
7165,384.15446,3786426,6.1
7166,384.15773,4157119,6.9
7167,384.1674,13908752,27.9
7168,384.17545,28493854,59.2
7169,384.19401,5108414,9.0
7170,384.20358,3479247,5.5
7171,384.21188,7950685,15.1
7172,384.89499,3046410,4.5
7173,385.02115,12594154,25.0
7174,385.02438,6736623,12.5
7175,385.03002,3360537,5.2
7176,385.03249,3947134,6.5
7177,385.04218,15895823,32.1
7178,385.05753,20613674,42.2
7179,385.0609,11783984,23.3
7180,385.0688,7204542,13.5
7181,385.07062,10618177,20.8
7182,385.07536,4916554,8.6
7183,385.07865,99779152,212.2
7184,385.08155,3922645,6.4
7185,385.09005,6737252,12.5
7186,385.09392,22869610,47.1
7187,385.09723,20951664,43.0
7188,385.10173,2820792,4.1
7189,385.10504,6606590,12.2
7190,385.10698,33526402,70.0
7191,385.11176,8368010,16.0
7192,385.11501,236302992,505.2
7193,385.12488,12268194,24.3
7194,385.13029,27211435,56.4
7195,385.13362,35901105,75.1
7196,385.14074,4907326,8.5
7197,385.14339,42859202,90.0
7198,385.1481,7817291,14.8
7199,385.15143,165933777,354.2
7200,385.15385,4273877,7.2
7201,385.16128,7213666,13.5
7202,385.16674,18456812,37.6
7203,385.17006,22595826,46.5
7204,385.17981,23482115,48.4
7205,385.1879,45265682,95.2
7206,385.20331,6451757,11.9
7207,385.20642,3083954,4.6
7208,385.2136,3065823,4.6
7209,385.21619,3499524,5.5
7210,385.22432,8029010,15.2
7211,385.23938,2876589,4.2
7212,386.01979,2803879,4.0
7213,386.05264,11442723,22.6
7214,386.05608,5917737,10.7
7215,386.06073,4109745,6.8
7216,386.06387,6069815,11.0
7217,386.07383,8591689,16.4
7218,386.08185,16076632,32.5
7219,386.08895,12573028,25.0
7220,386.09235,4527338,7.7
7221,386.09701,5330163,9.4
7222,386.10034,8853369,17.0
7223,386.11014,21099915,43.3
7224,386.11353,3947409,6.5
7225,386.11591,2824085,4.1
7226,386.11822,41404825,86.9
7227,386.12071,3314526,5.1
7228,386.12544,10512039,20.6
7229,386.1336,4498869,7.7
7230,386.13666,8533819,16.3
7231,386.14661,16457165,33.3
7232,386.15034,3085396,4.6
7233,386.15467,31713756,66.1
7234,386.1618,4408425,7.5
7235,386.17006,5166456,9.1
7236,386.17317,5256061,9.3
7237,386.1802,2984970,4.4
7238,386.18292,7420175,13.9
7239,386.19105,9460510,18.3
7240,386.91418,2941003,4.3
7241,386.92488,3415710,5.3
7242,386.99873,2969639,4.4
7243,387.00065,3876459,6.3
7244,387.00405,3140785,4.7
7245,387.03686,21365805,43.9
7246,387.04014,8565044,16.4
7247,387.04568,3478782,5.5
7248,387.05006,4665350,8.0
7249,387.05805,20973653,43.0
7250,387.06766,3487207,5.5
7251,387.07327,35968113,75.2
7252,387.07665,19788407,40.5
7253,387.0845,13640582,27.3
7254,387.08643,23624841,48.7
7255,387.08996,6841360,12.7
7256,387.09442,77478040,164.3
7257,387.10417,13090218,26.1
7258,387.10968,55883956,117.9
7259,387.11301,28762298,59.7
7260,387.1228,46902477,98.7
7261,387.12694,4606292,7.9
7262,387.13085,99844316,212.3
7263,387.14053,12761582,25.4
7264,387.14443,5063413,8.9
7265,387.1461,53762296,113.4
7266,387.14946,14032638,28.1
7267,387.15918,36811024,77.0
7268,387.16415,3306010,5.1
7269,387.1672,45030687,94.6
7270,387.17691,7482545,14.1
7271,387.18245,26953019,55.8
7272,387.18554,6488257,11.9
7273,387.19545,10740819,21.0
7274,387.20352,10419298,20.4
7275,387.21888,8759167,16.8
7276,387.63379,3006725,4.4
7277,387.68439,2896996,4.2
7278,387.84034,2990152,4.4
7279,388.03192,7351921,13.8
7280,388.03675,4690234,8.1
7281,388.03998,5391232,9.6
7282,388.06833,15088054,30.4
7283,388.07179,5888444,10.6
7284,388.07643,6187461,11.3
7285,388.07953,7973323,15.1
7286,388.08952,9298910,18.0
7287,388.09757,13876717,27.8
7288,388.10473,17648122,35.9
7289,388.10814,4015361,6.6
7290,388.11281,12487178,24.8
7291,388.11611,7624464,14.4
7292,388.12594,15996450,32.3
7293,388.13395,18136114,36.9
7294,388.14107,11956799,23.7
7295,388.14916,9942350,19.3
7296,388.15222,5904212,10.7
7297,388.16227,11269479,22.2
7298,388.17034,8965495,17.2
7299,388.17742,4592004,7.8
7300,388.17996,3811849,6.2
7301,388.18558,7315347,13.7
7302,388.19839,2820075,4.0
7303,388.92311,3853200,6.1
7304,388.92678,15039511,29.5
7305,389.00749,3406770,5.2
7306,389.01616,9173443,17.2
7307,389.01966,3858569,6.1
7308,389.02833,2920634,4.1
7309,389.03484,2900262,4.1
7310,389.04345,3081015,4.5
7311,389.05253,39817992,81.3
7312,389.05582,10493199,20.0
7313,389.06383,12315166,23.8
7314,389.07368,11582513,22.3
7315,389.0834,8177476,15.1
7316,389.0855,3652552,5.7
7317,389.08887,76582734,158.2
7318,389.09219,25750357,51.9
7319,389.10014,35051876,71.3
7320,389.10193,34701159,70.6
7321,389.10709,3219313,4.8
7322,389.10996,27441527,55.4
7323,389.11334,16353661,32.2
7324,389.11602,3323714,5.0
7325,389.11974,16476042,32.5
7326,389.12193,5331342,9.2
7327,389.12524,116500372,241.7
7328,389.12839,21526426,43.1
7329,389.13829,42487725,86.9
7330,389.14633,27261885,55.1
7331,389.15605,12162256,23.5
7332,389.15846,3586644,5.5
7333,389.16161,88547290,183.2
7334,389.16495,7459937,13.6
7335,389.17462,17054195,33.7
7336,389.18027,7590782,13.9
7337,389.18273,13467139,26.2
7338,389.19796,34144288,69.4
7339,389.20115,3669670,5.7
7340,389.21093,4293433,7.0
7341,389.21902,3128905,4.6
7342,389.23438,4962278,8.4
7343,389.78453,3141648,4.6
7344,389.92617,4897251,8.3
7345,390.04771,11294865,21.7
7346,390.05576,6850336,12.4
7347,390.05903,3490983,5.3
7348,390.07685,3585098,5.5
7349,390.08407,23987416,48.2
7350,390.08752,4026590,6.5
7351,390.09219,15632615,30.7
7352,390.09536,14702830,28.8
7353,390.10517,10207745,19.4
7354,390.1135,5613073,9.8
7355,390.12046,24102175,48.4
7356,390.124,3384998,5.1
7357,390.12851,25570606,51.5
7358,390.13164,11203637,21.5
7359,390.14155,10656840,20.3
7360,390.14971,5257176,9.0
7361,390.15682,15207526,29.8
7362,390.16156,3489519,5.3
7363,390.16493,17334646,34.3
7364,390.16799,2870396,4.0
7365,390.17802,5353103,9.2
7366,390.18602,3362271,5.1
7367,390.19319,6036397,10.7
7368,390.20134,8245949,15.3
7369,390.27349,3022474,4.4
7370,390.80206,2994523,4.3
7371,390.92363,7123531,12.9
7372,390.99545,3797786,6.0
7373,391.02301,3345040,5.0
7374,391.03167,24651298,49.6
7375,391.04045,4145843,6.7
7376,391.04283,7190072,13.1
7377,391.05939,3328217,5.0
7378,391.06253,3797343,6.0
7379,391.06805,74530410,153.9
7380,391.07136,15797872,31.1
7381,391.0793,34717312,70.6
7382,391.08906,4425043,7.3
7383,391.09892,11874471,22.9
7384,391.10122,8812715,16.5
7385,391.10443,165334706,343.8
7386,391.10773,26813112,54.1
7387,391.11565,34399944,70.0
7388,391.11749,29694156,60.1
7389,391.12556,7327964,13.4
7390,391.13533,15890159,31.3
7391,391.13759,9465331,17.8
7392,391.14077,232496890,484.3
7393,391.14404,12712192,24.6
7394,391.15389,23963412,48.1
7395,391.16201,3730980,5.8
7396,391.16807,2945136,4.2
7397,391.1716,7641655,14.0
7398,391.1741,4993980,8.5
7399,391.17714,107972418,223.8
7400,391.18029,5236297,9.0
7401,391.19028,6671836,12.0
7402,391.21353,22739850,45.6
7403,391.33126,3370645,5.1
7404,392.02705,4014054,6.4
7405,392.03521,4358262,7.1
7406,392.03891,3380158,5.1
7407,392.0454,3009291,4.3
7408,392.06342,17978927,35.6
7409,392.07155,14272575,27.9
7410,392.07471,5402566,9.3
7411,392.0829,5594838,9.7
7412,392.09986,33476216,68.0
7413,392.10334,8403327,15.6
7414,392.10799,32774793,66.6
7415,392.1112,10113935,19.2
7416,392.11933,6060704,10.7
7417,392.12105,6262691,11.1
7418,392.1363,30323393,61.4
7419,392.13846,3486278,5.3
7420,392.14439,46536402,95.4
7421,392.14753,6935896,12.5
7422,392.15743,7169900,13.0
7423,392.17267,9777163,18.5
7424,392.18079,22723867,45.6
7425,392.21706,6101348,10.8
7426,392.49358,2931731,4.2
7427,393.01091,4216013,6.8
7428,393.02619,3545164,5.4
7429,393.02962,3900884,6.2
7430,393.03872,3638374,5.6
7431,393.04725,43856375,89.7
7432,393.04973,4311805,7.0
7433,393.0558,2899433,4.1
7434,393.05856,10012942,19.0
7435,393.06572,5755421,10.1
7436,393.07598,5065650,8.6
7437,393.07824,4526391,7.5
7438,393.08096,6585916,11.8
7439,393.08361,154115650,320.3
7440,393.08689,18038344,35.7
7441,393.09484,33928792,69.0
7442,393.09897,3633633,5.6
7443,393.10241,3949992,6.3
7444,393.10863,3041909,4.4
7445,393.1121,4230140,6.9
7446,393.11447,10894977,20.8
7447,393.11746,15827591,31.1
7448,393.11998,340627084,710.4
7449,393.12326,19425939,38.6
7450,393.13121,25082531,50.5
7451,393.13308,18717351,37.2
7452,393.13957,6367412,11.3
7453,393.14519,3094399,4.5
7454,393.14709,5001539,8.5
7455,393.1486,4072390,6.5
7456,393.15079,11703755,22.5
7457,393.15324,12557520,24.3
7458,393.15639,286133974,596.4
7459,393.15905,8611931,16.0
7460,393.16939,10672625,20.3
7461,393.19013,5128091,8.7
7462,393.19279,81393440,168.2
7463,393.22915,13810539,26.9
7464,393.27872,4632016,7.7
7465,394.04285,6878065,12.1
7466,394.05089,7745281,13.9
7467,394.05815,3746896,5.7
7468,394.06119,4292375,6.8
7469,394.07915,25925692,50.9
7470,394.08728,29466189,58.1
7471,394.09036,7235411,12.8
7472,394.09857,6255972,10.8
7473,394.11552,39416455,78.4
7474,394.11903,4731406,7.7
7475,394.12362,66713240,134.0
7476,394.12673,10614174,19.7
7477,394.13493,3559343,5.3
7478,394.15191,26046674,51.1
7479,394.16002,59684579,119.7
7480,394.1628,4873576,8.0
7481,394.18825,9122845,16.7
7482,394.19637,20322094,39.5
7483,394.29305,3072630,4.3
7484,394.90604,43023598,85.7
7485,394.99685,20853163,40.6
7486,395.00531,4139197,6.5
7487,395.02653,14177769,27.0
7488,395.04188,8669193,15.7
7489,395.04509,7088399,12.5
7490,395.05465,4023204,6.3
7491,395.05957,4153006,6.5
7492,395.06292,88258101,177.9
7493,395.06619,4451835,7.1
7494,395.07421,11709772,21.9
7495,395.07823,7778645,13.9
7496,395.08139,9655643,17.7
7497,395.08782,3009705,4.2
7498,395.09135,8106352,14.6
7499,395.09598,11990650,22.5
7500,395.09931,309362305,628.5
7501,395.10244,12590983,23.7
7502,395.11061,26441368,51.9
7503,395.11775,7163047,12.7
7504,395.12435,6195765,10.7
7505,395.1263,4367801,7.0
7506,395.12785,15982780,30.6
7507,395.13019,8849601,16.1
7508,395.13255,15628486,29.9
7509,395.13569,463027917,941.6
7510,395.13863,12372051,23.3
7511,395.14698,15946980,30.6
7512,395.15084,4209324,6.6
7513,395.15422,6475763,11.3
7514,395.15887,3462269,5.1
7515,395.16069,5022337,8.3
7516,395.16284,4008709,6.2
7517,395.16427,8097544,14.6
7518,395.16661,4660877,7.6
7519,395.16881,6235666,10.8
7520,395.17209,226410264,459.4
7521,395.17517,5862687,10.0
7522,395.18521,3657140,5.5
7523,395.20054,3114324,4.4
7524,395.20849,42687332,85.0
7525,395.24489,5025073,8.3
7526,395.9059,10498330,19.5
7527,395.99661,3544729,5.3
7528,396.03709,6226222,10.7
7529,396.04039,4301365,6.8
7530,396.05845,10019163,18.5
7531,396.06647,14819948,28.3
7532,396.07384,4347387,6.9
7533,396.07691,4437890,7.1
7534,396.08509,3017491,4.2
7535,396.09473,33362600,66.0
7536,396.09969,3166642,4.5
7537,396.10282,54313656,108.7
7538,396.10575,6310846,10.9
7539,396.10988,3432839,5.1
7540,396.11408,4124496,6.5
7541,396.13103,39398132,78.3
7542,396.13552,3560957,5.3
7543,396.13915,83552005,168.3
7544,396.142,5982219,10.3
7545,396.1576,3416492,5.0
7546,396.16741,19244352,37.3
7547,396.17553,46505809,92.8
7548,396.20404,4441998,7.1
7549,396.21191,9253278,16.9
7550,396.90279,7836499,14.0
7551,396.99408,2988853,4.1
7552,396.99724,4157212,6.5
7553,397.02118,8669519,15.7
7554,397.02454,5970006,10.2
7555,397.03404,3136234,4.4
7556,397.04226,25119868,49.2
7557,397.05754,12736668,24.0
7558,397.06082,10570915,19.6
7559,397.07067,9455288,17.3
7560,397.07466,5748929,9.8
7561,397.07862,152751817,309.3
7562,397.0818,4902863,8.0
7563,397.08989,13363937,25.3
7564,397.09388,11663849,21.8
7565,397.09715,13124336,24.8
7566,397.10317,3570813,5.3
7567,397.1071,22860549,44.6
7568,397.10982,5660683,9.6
7569,397.11177,15273231,29.2
7570,397.11503,393031446,798.9
7571,397.12631,17667118,34.1
7572,397.13035,13235511,25.0
7573,397.13363,16839998,32.4
7574,397.13775,3191750,4.6
7575,397.14035,7650636,13.6
7576,397.14202,5574480,9.4
7577,397.1435,30316371,59.8
7578,397.1482,12807005,24.2
7579,397.15144,312168292,634.2
7580,397.15436,7638634,13.6
7581,397.16298,5672636,9.6
7582,397.16661,7400196,13.1
7583,397.16995,13687179,25.9
7584,397.17615,3243672,4.7
7585,397.18001,9089696,16.6
7586,397.18475,5763754,9.8
7587,397.18783,106973105,216.0
7588,397.20303,4068305,6.3
7589,397.20642,3007320,4.2
7590,397.22423,14345214,27.3
7591,397.22765,22739973,44.4
7592,398.0456,5018071,8.3
7593,398.05268,7868134,14.1
7594,398.05626,7414254,13.2
7595,398.06422,3991295,6.2
7596,398.07395,14144275,26.9
7597,398.08205,25947941,50.9
7598,398.08921,6217012,10.7
7599,398.09739,3081414,4.3
7600,398.10037,5537100,9.3
7601,398.10736,4464219,7.1
7602,398.11033,33178466,65.7
7603,398.11457,4209706,6.6
7604,398.11838,71004019,142.7
7605,398.12133,4580929,7.4
7606,398.1258,5145859,8.5
7607,398.13683,5096602,8.4
7608,398.14666,28495791,56.1
7609,398.15473,61044673,122.4
7610,398.15759,3895399,6.0
7611,398.17033,2996226,4.2
7612,398.18299,10497277,19.4
7613,398.1911,23209998,45.3
7614,398.22749,3048796,4.3
7615,398.2309,5462500,9.2
7616,398.90104,7140099,12.6
7617,399.00037,5200857,8.6
7618,399.03688,17409832,33.5
7619,399.0403,7763631,13.9
7620,399.04582,3232699,4.6
7621,399.04824,4722816,7.7
7622,399.05805,38903637,77.3
7623,399.06771,3009578,4.2
7624,399.07329,21948278,42.8
7625,399.07656,15724925,30.1
7626,399.08641,19466643,37.7
7627,399.09113,5878173,10.0
7628,399.09442,167124900,338.6
7629,399.10419,8976313,16.3
7630,399.10971,26246597,51.5
7631,399.11302,19446732,37.7
7632,399.11994,7500571,13.3
7633,399.12281,45236193,90.2
7634,399.12754,10090219,18.6
7635,399.13083,259432434,526.7
7636,399.14065,9942791,18.3
7637,399.14609,24237587,47.4
7638,399.14944,33408026,66.1
7639,399.15655,4117546,6.4
7640,399.15926,39062576,77.6
7641,399.16489,6945852,12.2
7642,399.16726,135393345,273.9
7643,399.17881,3753306,5.7
